ID_Transaccion,Fecha,Cliente_Edad,Cliente_Genero,Pais,Marca,Categoria,Plataforma_Cashback,Canal_Integracion,Monto_Compra,Porcentaje_Devolucion
TRX-2026-0216,2025-07-16,40.0,M,España,PcComponentes,Tecnología,Awin_Affiliate,App Móvil,110.88,0.0233
TRX-2026-0217,2026-02-14,27.0,M,Reino Unido,Booking,Viajes,iGraal,Extensión Navegador,351.78,
TRX-2026-0218,2026-04-13,32.0,M,Reino Unido,Zara,Moda,iGraal,Extensión Navegador,72.88,"8,4%"
TRX-2026-0219,2026-04-06,30.0,No binario,Reino Unido,Nike,Moda,iGraal,Web/Enlace Directo,106.25,0.0664
TRX-2026-0220,2025-06-27,34.0,M,Italia,Nike,Moda,iGraal,Extensión Navegador,119.06,"7,5%"
TRX-2026-0221,2026-01-23,52.0,No binario,espana,Mango,Moda,Awin_Affiliate,Web/Enlace Directo,28.35,0.0908
TRX-2026-0222,2026-01-13,19.0,No binario,España,Zara,Moda,Revolut_Rewards,Extensión Navegador,55.14,"7,8%"
TRX-2026-0223,2025-08-26,39.0,M,España,Zara,Moda,iGraal,Extensión Navegador,98.42,"4,1%"
TRX-2026-0224,2025-06-14,21.0,No binario,Italia,Just Eat,alimentación,Revolut_Rewards,Extensión Navegador,56.63,"3,6%"
TRX-2026-0225,2026-03-26,30.0,No binario,espana,Carrefour,alimentación,Awin_Affiliate,Web/Enlace Directo,43.44,"4,9%"
TRX-2026-0226,2025-08-06,42.0,F,ES,Nike,Moda,iGraal,Web/Enlace Directo,42.15,0.0407
TRX-2026-0227,2026-03-20,34.0,M,España,PcComponentes,Tecnología,iGraal,App Móvil,734.11,"1,5%"
TRX-2026-0228,2025-08-27,25.0,F,España,ASOS,moda,iGraal,Web/Enlace Directo,109.27,0.0469
TRX-2026-0229,2025-10-15,28.0,M,Francia,Zalando,Moda,iGraal,Web/Enlace Directo,125.39,0.0828
TRX-2026-0230,2026-01-01,39.0,M,Italia,Vueling,Viajes,Awin_Affiliate,Extensión Navegador,366.16,"6,6%"
TRX-2026-0231,2026-05-09,28.0,M,Italia,Amazon,Tecnología,Awin_Affiliate,Extensión Navegador,515.66,"1,0%"
TRX-2026-0232,2025-10-19,35.0,M,Alemania,Dia,Alimentación,Letyshops,Extensión Navegador,15.41,"3,2%"
TRX-2026-0233,2025-12-24,34.0,F,Italia,Uber Eats,alimentación,iGraal,Extensión Navegador,49.44,0.0271
TRX-2026-0234,2026-04-27,28.0,F,España ,Uber Eats,alimentación,Revolut_Rewards,Web/Enlace Directo,20.52,"2,3%"
TRX-2026-0235,2026-04-08,51.0,F,espana,Amazon,tecnología,Revolut_Rewards,Web/Enlace Directo,755.43,0.0165
TRX-2026-0236,2025-08-18,39.0,F,espana,Expedia,Viajes,Revolut_Rewards,App Móvil,259.0,"3,5%"
TRX-2026-0237,2026-04-28,18.0,F,Italia,Fnac,Tecnología,iGraal,Extensión Navegador,758.9,"1,7%"
TRX-2026-0238,2025-07-02,,M,España,Nike,Moda,Revolut_Rewards,App Móvil,94.49,"7,3%"
TRX-2026-0239,2026-02-20,28.0,F,España,Uber Eats,Alimentación,iGraal,Web/Enlace Directo,53.1,"4,8%"
TRX-2026-0240,2026-04-27,40.0,M,España ,Iberia,viajes,iGraal,Extensión Navegador,606.76,0.0473
TRX-2026-0241,2026-02-24,27.0,F,España ,MediaMarkt,Tecnología,Letyshops,Extensión Navegador,568.13,0.0223
TRX-2026-0242,2026-01-21,33.0,M,España ,Dia,Alimentación,Letyshops,Web/Enlace Directo,79.62,"3,6%"
TRX-2026-0243,2025-10-08,38.0,M,Alemania,MediaMarkt,Tecnología,Awin_Affiliate,Extensión Navegador,62.41,"2,2%"
TRX-2026-0244,2025-10-15,40.0,No binario,España,Zalando,Moda,iGraal,Extensión Navegador,107.11,0.056
TRX-2026-0245,2025-11-27,24.0,M,Italia,Zalando,Moda,Letyshops,Web/Enlace Directo,64.75,"8,4%"
TRX-2026-0246,2025-08-27,31.0,No binario,espana,Zara,moda,Awin_Affiliate,Extensión Navegador,86.3,"4,5%"
TRX-2026-0247,2025-08-03,30.0,F,Italia,ASOS,moda,Letyshops,App Móvil,32.44,0.0489
TRX-2026-0248,2025-12-09,28.0,F,España ,Carrefour,Alimentación,Awin_Affiliate,App Móvil,35.97,0.0493
TRX-2026-0249,2026-03-16,48.0,No binario,Alemania,Apple,Tecnología,Letyshops,App Móvil,303.87,"2,4%"
TRX-2026-0250,2025-11-25,37.0,No binario,espana,Mango,Moda,Awin_Affiliate,Web/Enlace Directo,52.61,0.0739
TRX-2026-0251,2026-01-01,,F,Reino Unido,Renfe,Viajes,Revolut_Rewards,Extensión Navegador,231.17,"4,0%"
TRX-2026-0252,2025-11-28,41.0,M,Reino Unido,Dia,Alimentación,Revolut_Rewards,App Móvil,72.32,"3,1%"
TRX-2026-0253,2025-06-27,50.0,F,ES,Carrefour,Alimentación,iGraal,App Móvil,16.31,"2,8%"
TRX-2026-0254,2025-09-06,42.0,F,España,Carrefour,Alimentación,Revolut_Rewards,Web/Enlace Directo,25.72,"4,7%"
TRX-2026-0255,2025-09-03,,No binario,Reino Unido,Amazon,Tecnología,Awin_Affiliate,Extensión Navegador,122.49,0.0179
TRX-2026-0256,2026-04-30,30.0,M,Italia,Dia,Alimentación,iGraal,Extensión Navegador,28.45,0.0391
TRX-2026-0257,2025-10-15,44.0,M,Reino Unido,PcComponentes,tecnología,Revolut_Rewards,Extensión Navegador,359.08,"1,8%"
TRX-2026-0258,2026-01-27,28.0,No binario,espana,Sephora,Moda,iGraal,Extensión Navegador,108.52,0.0885
TRX-2026-0259,2025-11-11,37.0,No binario,Reino Unido,Dia,Alimentación,Revolut_Rewards,App Móvil,20.13,0.0471
TRX-2026-0260,2025-07-02,40.0,No binario,España ,Iberia,viajes,Letyshops,Extensión Navegador,634.13,"6,2%"
TRX-2026-0261,2025-07-27,26.0,F,Italia,Amazon,Tecnología,iGraal,Extensión Navegador,373.77,"1,8%"
TRX-2026-0262,2025-06-20,33.0,No binario,Alemania,Carrefour,Alimentación,Revolut_Rewards,Extensión Navegador,24.63,0.0376
TRX-2026-0263,2026-04-23,18.0,M,Italia,MediaMarkt,Tecnología,Awin_Affiliate,App Móvil,603.12,0.0214
TRX-2026-0264,2025-06-30,25.0,No binario,Francia,Iberia,Viajes,Awin_Affiliate,Web/Enlace Directo,215.42,
TRX-2026-0265,2026-01-09,31.0,M,ES,Carrefour,Alimentación,Letyshops,Extensión Navegador,34.53,0.0423
TRX-2026-0266,2026-03-09,24.0,M,España ,Just Eat,alimentación,Awin_Affiliate,Extensión Navegador,48.49,"2,5%"
TRX-2026-0267,2026-05-30,47.0,F,ES,Nike,Moda,Letyshops,Extensión Navegador,82.06,0.0951
TRX-2026-0268,2026-04-11,22.0,No binario,ES,ASOS,Moda,Revolut_Rewards,Web/Enlace Directo,80.76,0.0976
TRX-2026-0269,2025-06-26,30.0,F,espana,Iberia,Viajes,iGraal,Extensión Navegador,566.68,"6,1%"
TRX-2026-0270,2025-11-16,35.0,No binario,ES,Iberia,Viajes,Letyshops,Web/Enlace Directo,178.72,"6,2%"
TRX-2026-0271,2025-12-03,45.0,M,Francia,Apple,tecnología,Revolut_Rewards,App Móvil,622.39,"2,6%"
TRX-2026-0272,2025-12-04,22.0,No binario,Reino Unido,Amazon,Tecnología,iGraal,App Móvil,94.9,0.0298
TRX-2026-0273,2025-07-15,43.0,M,ES,Mango,Moda,Letyshops,Extensión Navegador,125.68,0.0881
TRX-2026-0274,2026-01-13,34.0,M,Francia,Just Eat,Alimentación,iGraal,Web/Enlace Directo,61.02,"3,7%"
TRX-2026-0275,2025-10-13,26.0,No binario,espana,Apple,Tecnología,Letyshops,App Móvil,123.94,"1,3%"
TRX-2026-0276,2026-02-20,37.0,M,España ,MediaMarkt,tecnología,Awin_Affiliate,App Móvil,264.08,0.0159
TRX-2026-0277,2025-07-31,35.0,F,Francia,Mango,Moda,iGraal,Web/Enlace Directo,72.71,"5,8%"
TRX-2026-0278,2025-11-16,29.0,No binario,Francia,ASOS,Moda,Letyshops,Extensión Navegador,85.95,
TRX-2026-0279,2026-03-19,34.0,No binario,Italia,Zara,Moda,iGraal,Extensión Navegador,101.81,0.078
TRX-2026-0280,2026-03-03,30.0,No binario,ES,Renfe,Viajes,Letyshops,Extensión Navegador,465.75,"5,5%"
TRX-2026-0281,2026-01-08,34.0,F,espana,Renfe,Viajes,Awin_Affiliate,App Móvil,494.86,"5,4%"
TRX-2026-0282,2026-03-09,39.0,F,Italia,Carrefour,Alimentación,Letyshops,Extensión Navegador,62.27,0.0239
TRX-2026-0283,2025-07-15,46.0,F,Francia,Fnac,tecnología,iGraal,Web/Enlace Directo,895.43,0.0232
TRX-2026-0284,2025-12-01,24.0,F,Alemania,MediaMarkt,Tecnología,Letyshops,Extensión Navegador,637.87,"2,3%"
TRX-2026-0285,2025-08-07,51.0,No binario,espana,Carrefour,Alimentación,iGraal,App Móvil,22.41,"2,3%"
TRX-2026-0286,2025-12-12,18.0,No binario,Francia,Apple,Tecnología,iGraal,Web/Enlace Directo,466.87,
TRX-2026-0287,2026-04-18,32.0,No binario,Reino Unido,Dia,Alimentación,iGraal,Web/Enlace Directo,19.88,0.0417
TRX-2026-0288,2026-01-29,38.0,M,España,Expedia,viajes,iGraal,App Móvil,285.32,0.0571
TRX-2026-0289,2026-04-04,36.0,No binario,Reino Unido,ASOS,Moda,Awin_Affiliate,App Móvil,144.39,0.0561
TRX-2026-0290,2025-11-21,29.0,M,España,Just Eat,Alimentación,Revolut_Rewards,Web/Enlace Directo,72.6,"2,5%"
TRX-2026-0291,2025-08-15,32.0,M,Italia,Dia,Alimentación,Revolut_Rewards,App Móvil,54.74,0.0459
TRX-2026-0292,2025-10-07,30.0,F,Francia,Carrefour,Alimentación,iGraal,App Móvil,57.57,0.0204
TRX-2026-0293,2026-02-19,29.0,No binario,Italia,Fnac,Tecnología,iGraal,App Móvil,609.07,"1,5%"
TRX-2026-0294,2025-09-01,40.0,No binario,espana,Expedia,Viajes,Revolut_Rewards,App Móvil,575.57,0.033
TRX-2026-0295,2025-09-05,36.0,No binario,Francia,Dia,Alimentación,iGraal,App Móvil,43.87,"3,7%"
TRX-2026-0296,2025-07-14,28.0,F,ES,Just Eat,Alimentación,iGraal,Web/Enlace Directo,50.69,0.0448
TRX-2026-0297,2025-10-23,41.0,M,ES,Expedia,Viajes,Revolut_Rewards,App Móvil,399.29,0.0548
TRX-2026-0298,2026-02-20,36.0,F,España ,Amazon,tecnología,Awin_Affiliate,Web/Enlace Directo,131.44,0.0279
TRX-2026-0299,2025-11-24,40.0,F,Francia,Sephora,Moda,Awin_Affiliate,Extensión Navegador,119.64,0.0428
TRX-2026-0300,2025-10-22,39.0,No binario,Alemania,Zara,Moda,iGraal,Web/Enlace Directo,117.03,0.0732
TRX-2026-0301,2026-03-15,27.0,No binario,Alemania,Sephora,Moda,Letyshops,Extensión Navegador,73.43,0.076
TRX-2026-0302,2025-06-24,29.0,F,ES,Uber Eats,Alimentación,Awin_Affiliate,App Móvil,67.31,0.0241
TRX-2026-0303,2025-09-03,39.0,No binario,espana,Zalando,Moda,Awin_Affiliate,Web/Enlace Directo,68.16,0.0803
TRX-2026-0304,2026-04-15,38.0,M,Alemania,Just Eat,alimentación,Awin_Affiliate,App Móvil,67.54,"3,6%"
TRX-2026-0305,2026-03-23,33.0,M,Reino Unido,Apple,Tecnología,iGraal,Web/Enlace Directo,714.55,0.0141
TRX-2026-0306,2025-07-03,34.0,No binario,Alemania,Sephora,Moda,Revolut_Rewards,Extensión Navegador,88.87,
TRX-2026-0307,2025-11-12,44.0,No binario,espana,Booking,Viajes,Awin_Affiliate,Extensión Navegador,433.72,0.0612
TRX-2026-0308,2025-08-16,29.0,No binario,Reino Unido,Sephora,Moda,Letyshops,App Móvil,81.1,"9,9%"
TRX-2026-0309,2026-05-24,38.0,M,espana,Apple,tecnología,Letyshops,Web/Enlace Directo,767.57,0.0101
TRX-2026-0310,2025-07-28,32.0,No binario,Italia,MediaMarkt,Tecnología,Awin_Affiliate,Extensión Navegador,714.27,"1,6%"
TRX-2026-0311,2025-11-13,32.0,No binario,Alemania,Carrefour,Alimentación,Awin_Affiliate,Extensión Navegador,72.42,"4,0%"
TRX-2026-0312,2025-10-13,42.0,No binario,Italia,Booking,Viajes,Awin_Affiliate,App Móvil,217.0,
TRX-2026-0313,2025-11-30,40.0,F,Francia,Fnac,Tecnología,Awin_Affiliate,Extensión Navegador,823.75,"2,6%"
TRX-2026-0314,2025-07-15,40.0,F,espana,Booking,Viajes,Letyshops,Web/Enlace Directo,383.93,"5,5%"
TRX-2026-0315,2025-09-11,44.0,No binario,Reino Unido,Carrefour,alimentación,Letyshops,Extensión Navegador,44.85,"3,0%"
TRX-2026-0316,2025-08-23,34.0,F,España,Just Eat,Alimentación,Revolut_Rewards,Web/Enlace Directo,41.29,"2,9%"
TRX-2026-0317,2025-08-18,39.0,F,Reino Unido,Renfe,Viajes,iGraal,App Móvil,528.53,"4,2%"
TRX-2026-0318,2025-07-10,31.0,F,Francia,Mango,Moda,Letyshops,Extensión Navegador,118.34,0.0878
TRX-2026-0319,2025-07-17,36.0,M,España,Nike,Moda,iGraal,Extensión Navegador,96.59,0.0636
TRX-2026-0320,2025-12-19,32.0,F,Francia,Zalando,Moda,Letyshops,Extensión Navegador,102.11,"5,5%"
TRX-2026-0321,2025-09-05,34.0,M,Reino Unido,Renfe,Viajes,iGraal,App Móvil,135.98,0.059
TRX-2026-0322,2026-04-23,38.0,M,Alemania,Expedia,Viajes,Awin_Affiliate,App Móvil,336.87,"5,5%"
TRX-2026-0323,2026-01-03,27.0,M,ES,Renfe,viajes,Letyshops,Extensión Navegador,485.95,"5,6%"
TRX-2026-0324,2025-10-20,50.0,M,espana,MediaMarkt,Tecnología,iGraal,Extensión Navegador,595.17,"1,2%"
TRX-2026-0325,2025-07-28,25.0,F,Reino Unido,Booking,viajes,iGraal,Web/Enlace Directo,409.97,"6,1%"
TRX-2026-0326,2025-09-10,24.0,M,Reino Unido,ASOS,moda,Revolut_Rewards,Extensión Navegador,136.43,0.0754
TRX-2026-0327,2025-12-09,43.0,No binario,espana,Mango,Moda,Letyshops,Web/Enlace Directo,42.55,0.0496
TRX-2026-0328,2026-02-21,40.0,M,ES,Renfe,Viajes,Awin_Affiliate,Extensión Navegador,104.4,0.0383
TRX-2026-0329,2026-05-24,38.0,No binario,España ,Vueling,Viajes,Awin_Affiliate,Web/Enlace Directo,230.09,"5,2%"
TRX-2026-0330,2025-09-22,39.0,M,Francia,Mango,Moda,Revolut_Rewards,App Móvil,127.15,
TRX-2026-0331,2025-10-31,33.0,F,España,Vueling,Viajes,Awin_Affiliate,Extensión Navegador,165.64,0.0363
TRX-2026-0332,2026-04-16,26.0,M,Reino Unido,Just Eat,alimentación,Letyshops,Web/Enlace Directo,25.48,"4,5%"
TRX-2026-0333,2025-07-26,34.0,No binario,España,Nike,Moda,Letyshops,App Móvil,140.31,0.071
TRX-2026-0334,2026-05-01,28.0,F,Francia,Just Eat,Alimentación,Letyshops,Extensión Navegador,68.97,0.038
TRX-2026-0335,2026-01-29,41.0,F,Reino Unido,MediaMarkt,Tecnología,iGraal,Extensión Navegador,365.26,"1,3%"
TRX-2026-0336,2026-03-29,,No binario,espana,Zara,Moda,iGraal,Web/Enlace Directo,87.92,0.0471
TRX-2026-0337,2025-07-01,27.0,No binario,Francia,Uber Eats,Alimentación,iGraal,Web/Enlace Directo,49.44,0.0269
TRX-2026-0338,2025-06-22,31.0,No binario,España ,Dia,Alimentación,Awin_Affiliate,App Móvil,64.78,
TRX-2026-0339,2026-06-10,37.0,No binario,Alemania,Vueling,Viajes,iGraal,App Móvil,453.09,"5,8%"
TRX-2026-0340,2026-02-04,29.0,M,Italia,Uber Eats,Alimentación,Awin_Affiliate,Web/Enlace Directo,40.83,0.0261
TRX-2026-0341,2025-10-09,27.0,M,espana,MediaMarkt,tecnología,Letyshops,Web/Enlace Directo,142.41,0.0146
TRX-2026-0342,2025-09-05,35.0,No binario,Reino Unido,Expedia,Viajes,Revolut_Rewards,Web/Enlace Directo,83.02,"3,4%"
TRX-2026-0343,2026-02-20,35.0,M,España,Iberia,Viajes,Revolut_Rewards,Web/Enlace Directo,454.02,0.0415
TRX-2026-0344,2025-11-01,29.0,F,España,Apple,Tecnología,iGraal,Web/Enlace Directo,479.07,0.024
TRX-2026-0345,2026-04-30,30.0,M,Italia,Uber Eats,alimentación,Revolut_Rewards,App Móvil,53.1,0.0355
TRX-2026-0346,2025-08-31,35.0,No binario,España,Amazon,Tecnología,Letyshops,Web/Enlace Directo,868.23,0.0191
TRX-2026-0347,2026-05-07,22.0,No binario,España ,PcComponentes,Tecnología,Awin_Affiliate,Web/Enlace Directo,739.31,0.0215
TRX-2026-0348,2025-10-22,22.0,No binario,Francia,Iberia,Viajes,iGraal,App Móvil,118.51,0.0553
TRX-2026-0349,2025-12-15,28.0,No binario,Alemania,Renfe,viajes,Letyshops,App Móvil,133.02,0.0569
TRX-2026-0350,2025-12-14,32.0,F,Alemania,Apple,Tecnología,Letyshops,App Móvil,673.92,"1,5%"
TRX-2026-0351,2025-08-01,36.0,M,España,Booking,Viajes,iGraal,Web/Enlace Directo,624.79,"5,0%"
TRX-2026-0352,2025-08-23,45.0,M,Francia,Mango,Moda,Awin_Affiliate,App Móvil,52.76,"7,5%"
TRX-2026-0353,2025-09-29,40.0,M,Francia,Zara,Moda,iGraal,Web/Enlace Directo,89.78,"5,9%"
TRX-2026-0354,2025-12-10,32.0,No binario,Italia,Apple,Tecnología,Awin_Affiliate,Extensión Navegador,271.69,"2,9%"
TRX-2026-0355,2025-12-05,33.0,M,Italia,Uber Eats,Alimentación,Revolut_Rewards,Extensión Navegador,52.14,0.0494
TRX-2026-0356,2025-09-02,25.0,M,Italia,Dia,Alimentación,Letyshops,Web/Enlace Directo,24.72,"4,4%"
TRX-2026-0357,2025-09-22,33.0,No binario,Reino Unido,MediaMarkt,Tecnología,Awin_Affiliate,App Móvil,523.44,"2,1%"
TRX-2026-0358,2025-10-13,31.0,No binario,ES,Uber Eats,alimentación,Awin_Affiliate,App Móvil,38.42,0.0367
TRX-2026-0359,2025-08-07,36.0,F,Alemania,ASOS,Moda,Awin_Affiliate,App Móvil,109.15,0.0692
TRX-2026-0360,2025-07-25,27.0,F,Italia,Sephora,moda,Awin_Affiliate,App Móvil,103.91,0.0743
TRX-2026-0361,2026-01-02,,No binario,España ,Fnac,Tecnología,Revolut_Rewards,App Móvil,803.41,0.0256
TRX-2026-0362,2026-02-13,46.0,No binario,España,Expedia,viajes,Letyshops,App Móvil,138.72,0.0326
TRX-2026-0363,2026-05-02,,F,espana,Nike,moda,Revolut_Rewards,App Móvil,53.67,0.0843
TRX-2026-0364,2025-07-09,37.0,M,Italia,MediaMarkt,Tecnología,Revolut_Rewards,Web/Enlace Directo,843.98,"2,1%"
TRX-2026-0365,2025-10-23,39.0,No binario,Reino Unido,Uber Eats,Alimentación,Awin_Affiliate,App Móvil,50.08,0.0441
TRX-2026-0366,2026-06-13,30.0,No binario,Italia,ASOS,Moda,Awin_Affiliate,App Móvil,91.89,0.0813
TRX-2026-0367,2026-01-15,35.0,No binario,espana,Vueling,Viajes,Awin_Affiliate,Extensión Navegador,314.69,"5,2%"
TRX-2026-0368,2026-02-21,34.0,M,espana,Dia,Alimentación,Awin_Affiliate,App Móvil,57.15,"3,6%"
TRX-2026-0369,2025-07-22,34.0,M,Alemania,Uber Eats,alimentación,Revolut_Rewards,Extensión Navegador,35.84,0.0246
TRX-2026-0370,2026-04-10,27.0,No binario,Francia,Expedia,Viajes,iGraal,Extensión Navegador,88.39,0.0387
TRX-2026-0371,2025-06-22,34.0,F,espana,Expedia,Viajes,iGraal,App Móvil,522.12,0.0329
TRX-2026-0372,2026-06-07,37.0,F,Italia,Zara,Moda,Revolut_Rewards,Extensión Navegador,117.2,0.042
TRX-2026-0373,2025-10-14,45.0,M,Reino Unido,Amazon,tecnología,Letyshops,Web/Enlace Directo,666.28,0.0249
TRX-2026-0374,2025-12-11,41.0,F,Italia,Nike,Moda,Letyshops,Web/Enlace Directo,79.27,0.0409
TRX-2026-0375,2026-05-23,51.0,No binario,Italia,Dia,Alimentación,Awin_Affiliate,Extensión Navegador,31.17,0.035
TRX-2026-0376,2026-05-14,27.0,F,ES,Sephora,Moda,iGraal,Extensión Navegador,85.98,0.059
TRX-2026-0377,2025-06-26,40.0,M,España ,ASOS,Moda,iGraal,App Móvil,113.33,0.0735
TRX-2026-0378,2025-10-17,35.0,M,Italia,Nike,moda,Letyshops,App Móvil,61.96,"5,6%"
TRX-2026-0379,2026-03-11,51.0,F,Alemania,Fnac,Tecnología,Letyshops,App Móvil,660.06,0.0232
TRX-2026-0380,2025-09-04,27.0,F,Alemania,Amazon,tecnología,Revolut_Rewards,Web/Enlace Directo,316.94,0.0119
TRX-2026-0381,2026-05-28,27.0,F,ES,Dia,alimentación,iGraal,Extensión Navegador,52.12,0.0451
TRX-2026-0382,2026-06-07,29.0,F,Reino Unido,Carrefour,Alimentación,Revolut_Rewards,Web/Enlace Directo,18.95,0.0367
TRX-2026-0383,2025-08-02,18.0,M,Alemania,Booking,Viajes,Awin_Affiliate,Extensión Navegador,618.42,"6,8%"
TRX-2026-0384,2025-09-17,29.0,No binario,España ,Mango,Moda,Revolut_Rewards,Web/Enlace Directo,38.19,"7,8%"
TRX-2026-0385,2026-03-13,27.0,No binario,Francia,Apple,Tecnología,Revolut_Rewards,App Móvil,816.14,0.021
TRX-2026-0386,2025-12-30,35.0,No binario,España,Zara,Moda,Awin_Affiliate,App Móvil,145.21,"6,7%"
TRX-2026-0387,2026-01-10,36.0,F,espana,Zalando,moda,Awin_Affiliate,Extensión Navegador,121.44,0.0966
TRX-2026-0388,2026-01-29,49.0,M,Alemania,Zalando,Moda,Awin_Affiliate,App Móvil,36.49,0.064
TRX-2026-0389,2026-03-17,41.0,M,Italia,Vueling,viajes,Awin_Affiliate,Extensión Navegador,496.55,"5,3%"
TRX-2026-0390,2025-11-03,29.0,M,Italia,Expedia,viajes,iGraal,Web/Enlace Directo,523.13,"4,5%"
TRX-2026-0391,2025-09-29,26.0,No binario,España ,Nike,Moda,Revolut_Rewards,App Móvil,119.11,"7,5%"
TRX-2026-0392,2026-05-02,37.0,M,Alemania,Vueling,viajes,Revolut_Rewards,App Móvil,128.5,0.0501
TRX-2026-0393,2025-10-07,23.0,M,Reino Unido,Mango,Moda,Letyshops,Extensión Navegador,33.96,"8,7%"
TRX-2026-0394,2025-11-09,48.0,M,ES,ASOS,Moda,Awin_Affiliate,Web/Enlace Directo,106.93,"8,6%"
TRX-2026-0395,2026-03-31,43.0,M,España,Zalando,Moda,Awin_Affiliate,Extensión Navegador,119.72,"9,1%"
TRX-2026-0396,2026-01-17,30.0,F,espana,Renfe,Viajes,Revolut_Rewards,App Móvil,92.97,0.0384
TRX-2026-0397,2025-07-30,,No binario,ES,Iberia,viajes,iGraal,App Móvil,177.08,0.0414
TRX-2026-0398,2025-11-27,44.0,No binario,España ,PcComponentes,Tecnología,iGraal,App Móvil,785.97,"2,3%"
TRX-2026-0399,2025-10-08,33.0,No binario,Alemania,Expedia,viajes,Letyshops,Web/Enlace Directo,631.07,0.0524
TRX-2026-0400,2025-10-06,43.0,M,Reino Unido,Nike,Moda,Awin_Affiliate,Web/Enlace Directo,68.99,"7,8%"
TRX-2026-0401,2025-07-28,21.0,M,Francia,Vueling,viajes,Awin_Affiliate,Extensión Navegador,166.47,0.0659
TRX-2026-0402,2025-08-04,29.0,No binario,Reino Unido,Zara,Moda,Letyshops,Web/Enlace Directo,44.09,0.0982
TRX-2026-0403,2026-04-04,34.0,No binario,Alemania,Zalando,Moda,Awin_Affiliate,Web/Enlace Directo,113.14,"7,1%"
TRX-2026-0404,2025-08-28,34.0,F,ES,Vueling,Viajes,iGraal,Extensión Navegador,261.03,0.0652
TRX-2026-0405,2025-10-30,30.0,No binario,Italia,Apple,Tecnología,Letyshops,Extensión Navegador,153.13,0.0105
TRX-2026-0406,2025-08-12,38.0,F,España ,Renfe,Viajes,iGraal,Web/Enlace Directo,524.5,0.0354
TRX-2026-0407,2025-10-05,25.0,M,España ,Zalando,Moda,Letyshops,Extensión Navegador,76.07,0.0981
TRX-2026-0408,2026-03-01,32.0,F,España ,Just Eat,Alimentación,Awin_Affiliate,App Móvil,72.69,0.0328
TRX-2026-0409,2025-08-25,34.0,No binario,Alemania,Vueling,Viajes,iGraal,App Móvil,340.43,0.0651
TRX-2026-0410,2026-05-24,38.0,No binario,Francia,Expedia,Viajes,Awin_Affiliate,App Móvil,306.88,0.0422
TRX-2026-0411,2026-05-17,39.0,No binario,Alemania,Zara,Moda,Revolut_Rewards,Extensión Navegador,115.33,0.0468
TRX-2026-0412,2025-11-14,25.0,M,Francia,Expedia,viajes,Revolut_Rewards,Web/Enlace Directo,591.07,0.0658
TRX-2026-0413,2025-06-14,21.0,F,Reino Unido,Booking,Viajes,iGraal,Web/Enlace Directo,336.16,0.0445
TRX-2026-0414,2026-03-24,44.0,M,Alemania,Carrefour,Alimentación,Letyshops,App Móvil,51.76,"4,0%"
TRX-2026-0415,2025-11-11,36.0,M,ES,Uber Eats,alimentación,Letyshops,Extensión Navegador,73.41,"4,9%"
TRX-2026-0416,2026-06-11,28.0,No binario,Francia,Zalando,Moda,Revolut_Rewards,App Móvil,76.27,0.0448
TRX-2026-0417,2025-09-01,46.0,F,ES,Zalando,Moda,iGraal,Web/Enlace Directo,68.63,"4,9%"
TRX-2026-0418,2026-03-14,34.0,F,Reino Unido,Fnac,Tecnología,Letyshops,App Móvil,684.43,"1,7%"
TRX-2026-0419,2026-05-10,43.0,M,Italia,Renfe,Viajes,Revolut_Rewards,Extensión Navegador,149.55,"6,4%"
TRX-2026-0420,2026-05-15,34.0,F,Alemania,Iberia,Viajes,Awin_Affiliate,App Móvil,427.04,0.0427
TRX-2026-0421,2025-08-29,50.0,M,Alemania,Just Eat,alimentación,Letyshops,Web/Enlace Directo,30.13,"2,9%"
TRX-2026-0422,2026-02-27,48.0,No binario,Francia,Carrefour,Alimentación,Awin_Affiliate,App Móvil,51.43,"3,9%"
TRX-2026-0423,2026-01-07,32.0,M,Alemania,PcComponentes,Tecnología,iGraal,Web/Enlace Directo,326.62,0.0179
TRX-2026-0424,2025-12-22,41.0,No binario,Francia,Carrefour,Alimentación,Letyshops,App Móvil,25.1,0.0338
TRX-2026-0425,2026-05-16,39.0,No binario,ES,Fnac,tecnología,iGraal,Extensión Navegador,536.56,0.0166
TRX-2026-0426,2025-12-22,44.0,M,Reino Unido,Mango,Moda,Revolut_Rewards,Extensión Navegador,99.4,0.0919
TRX-2026-0427,2025-11-14,26.0,F,Francia,ASOS,Moda,Revolut_Rewards,App Móvil,52.02,"5,8%"
TRX-2026-0428,2025-10-29,39.0,No binario,ES,Dia,alimentación,Letyshops,App Móvil,75.04,0.042
TRX-2026-0429,2025-09-22,42.0,No binario,ES,Sephora,Moda,iGraal,App Móvil,73.45,"9,2%"
TRX-2026-0430,2026-04-30,19.0,M,Francia,Booking,Viajes,Awin_Affiliate,Extensión Navegador,409.21,0.0425
TRX-2026-0431,2026-01-01,24.0,M,Reino Unido,Renfe,Viajes,Letyshops,Extensión Navegador,235.97,0.0306
TRX-2026-0432,2026-01-01,18.0,M,España ,Fnac,tecnología,Letyshops,Extensión Navegador,101.27,
TRX-2026-0433,2026-05-19,31.0,F,Francia,Booking,Viajes,Revolut_Rewards,App Móvil,182.02,0.0538
TRX-2026-0434,2026-01-05,39.0,M,Italia,Sephora,Moda,iGraal,App Móvil,95.97,0.0456
